"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"GBR","","TOTAL","MALE","1981","5.43"
"GBR","","TOTAL","MALE","1982","5.25"
"GBR","","TOTAL","MALE","1983","5.1"
"GBR","","TOTAL","MALE","1984","5.44"
"GBR","","TOTAL","MALE","1985","6.11"
"GBR","","TOTAL","MALE","1986","5.9"
"GBR","","TOTAL","MALE","1987","6.34"
"GBR","","TOTAL","MALE","1988","6.41"
"GBR","","TOTAL","MALE","1989","6.88"
"GBR","","TOTAL","MALE","1990","7.18"
"GBR","","TOTAL","MALE","1991","7.25"
"GBR","","TOTAL","MALE","1992","7.24"
"GBR","","TOTAL","MALE","1993","7.14"
"GBR","","TOTAL","MALE","1994","7.93"
"GBR","","TOTAL","MALE","1995","8.84"
"GBR","","TOTAL","MALE","1996","9.59"
"GBR","","TOTAL","MALE","1997","10.24"
"GBR","","TOTAL","MALE","1998","11.33"
"GBR","","TOTAL","MALE","1999","11.85"
"GBR","","TOTAL","MALE","2001","13.46"
"GBR","","TOTAL","MALE","2002","13.89"
"GBR","","TOTAL","MALE","2003","14.96"
"GBR","","TOTAL","MALE","2004","14.5"
"GBR","","TOTAL","MALE","2005","14.59"
"GBR","","TOTAL","MALE","2006","15.27"
"GBR","","TOTAL","MALE","2007","15.19"
"GBR","","TOTAL","MALE","2008","15.39"
"GBR","","TOTAL","MALE","2009","14.32"
"GBR","","TOTAL","MALE","2010","14.56"
"GBR","","TOTAL","MALE","2011","14.19"
"GBR","","TOTAL","MALE","2012","12.92"
"GBR","","TOTAL","MALE","2013","13.24"
"GBR","","TOTAL","MALE","2014","13.23"
"GBR","","TOTAL","MALE","2015","13.29"
"GBR","","TOTAL","MALE","2016","13.74"
"GBR","","TOTAL","MALE","2017","13.86"
"GBR","","TOTAL","MALE","2018","13.53"
"GBR","","TOTAL","MALE","2019","13.06"
"GBR","","TOTAL","MALE","2020","15.17"
"GEO","","TOTAL","MALE","1991","40.27"
"GEO","","TOTAL","MALE","1992","40.67"
"GEO","","TOTAL","MALE","1994","40.06"
"GEO","","TOTAL","MALE","1995","39.59"
"GEO","","TOTAL","MALE","1996","38.34"
"GEO","","TOTAL","MALE","1997","38.41"
"GEO","","TOTAL","MALE","1998","37.1"
"GEO","","TOTAL","MALE","1999","41.57"
"GEO","","TOTAL","MALE","2000","37.94"
"GEO","","TOTAL","MALE","2001","38.66"
"GEO","","TOTAL","MALE","2004","47.36"
"GEO","","TOTAL","MALE","2005","30.74"
"GEO","","TOTAL","MALE","2006","29.6"
"GEO","","TOTAL","MALE","2007","27.71"
"GEO","","TOTAL","MALE","2009","28.71"
"GEO","","TOTAL","MALE","2010","17.16"
"GEO","","TOTAL","MALE","2011","19"
"GEO","","TOTAL","MALE","2012","16.02"
"GEO","","TOTAL","MALE","2013","14.84"
"GEO","","TOTAL","MALE","2014","19.9"
"GEO","","TOTAL","MALE","2015","17.07"
"GEO","","TOTAL","MALE","2016","12.85"
"GEO","","TOTAL","MALE","2017","13.09"
"GEO","","TOTAL","MALE","2018","17.34"
"GEO","","TOTAL","MALE","2019","16.71"
"GEO","","TOTAL","MALE","2020","16.71"
"GEO","","TOTAL","MALE","2021","17.26"
"GRC","","TOTAL","MALE","1968","30.33"
"GRC","","TOTAL","MALE","1969","28.17"
"GRC","","TOTAL","MALE","1970","24.97"
"GRC","","TOTAL","MALE","1971","24.77"
"GRC","","TOTAL","MALE","1972","24.73"
"GRC","","TOTAL","MALE","1973","23.55"
"GRC","","TOTAL","MALE","1974","20.5"
"GRC","","TOTAL","MALE","1975","19.78"
"GRC","","TOTAL","MALE","1976","19.67"
"GRC","","TOTAL","MALE","1977","19.39"
"GRC","","TOTAL","MALE","1978","18.31"
"GRC","","TOTAL","MALE","1979","17.74"
"GRC","","TOTAL","MALE","1980","16.75"
"GRC","","TOTAL","MALE","1981","16.18"
"GRC","","TOTAL","MALE","1982","16.46"
"GRC","","TOTAL","MALE","1983","15.28"
"GRC","","TOTAL","MALE","1984","13.53"
"GRC","","TOTAL","MALE","1985","15.35"
"GRC","","TOTAL","MALE","1986","14.31"
"GRC","","TOTAL","MALE","1987","13.57"
"GRC","","TOTAL","MALE","1988","11.68"
"GRC","","TOTAL","MALE","1989","11.59"
"GRC","","TOTAL","MALE","1990","12.55"
"GRC","","TOTAL","MALE","1991","11.84"
"GRC","","TOTAL","MALE","1992","13.06"
"GRC","","TOTAL","MALE","1993","13"
"GRC","","TOTAL","MALE","1994","10.46"
"GRC","","TOTAL","MALE","1995","7.93"
"GRC","","TOTAL","MALE","1996","7"
"GRC","","TOTAL","MALE","1997","7.04"
"GRC","","TOTAL","MALE","1998","6.88"
"GRC","","TOTAL","MALE","1999","7.31"
"GRC","","TOTAL","MALE","2000","7.57"
"GRC","","TOTAL","MALE","2001","8.24"
"GRC","","TOTAL","MALE","2002","7.54"
"GRC","","TOTAL","MALE","2003","7.75"
"GRC","","TOTAL","MALE","2004","7.39"
"GRC","","TOTAL","MALE","2005","8.1"
"GRC","","TOTAL","MALE","2006","8.73"
"GRC","","TOTAL","MALE","2007","8.16"
"GRC","","TOTAL","MALE","2008","8.28"
"GRC","","TOTAL","MALE","2009","8.7"
"GRC","","TOTAL","MALE","2010","8.21"
"GRC","","TOTAL","MALE","2011","8.39"
"GRC","","TOTAL","MALE","2012","7.98"
"GRC","","TOTAL","MALE","2014","7.86"
"GRC","","TOTAL","MALE","2015","7.74"
"GRC","","TOTAL","MALE","2016","7.82"
"GRC","","TOTAL","MALE","2017","7.37"
"GRC","","TOTAL","MALE","2018","6.49"
"GRC","","TOTAL","MALE","2019","6.87"
"GRC","","TOTAL","MALE","2020","6.9"
"HRV","","TOTAL","MALE","1985","48.87"
"HRV","","TOTAL","MALE","1986","46.92"
"HRV","","TOTAL","MALE","1987","49.78"
"HRV","","TOTAL","MALE","1988","59.15"
"HRV","","TOTAL","MALE","1989","51.8"
"HRV","","TOTAL","MALE","1990","50.9"
"HRV","","TOTAL","MALE","1991","49.77"
"HRV","","TOTAL","MALE","1992","45.57"
"HRV","","TOTAL","MALE","1993","41.73"
"HRV","","TOTAL","MALE","1994","43.92"
"HRV","","TOTAL","MALE","1995","43.53"
"HRV","","TOTAL","MALE","1996","48.23"
"HRV","","TOTAL","MALE","1997","47.13"
"HRV","","TOTAL","MALE","1998","52.99"
"HRV","","TOTAL","MALE","1999","55.45"
"HRV","","TOTAL","MALE","2000","51.23"
"HRV","","TOTAL","MALE","2001","43.94"
"HRV","","TOTAL","MALE","2002","43.35"
"HRV","","TOTAL","MALE","2003","36.62"
"HRV","","TOTAL","MALE","2004","37.48"
"HRV","","TOTAL","MALE","2005","36.93"
"HRV","","TOTAL","MALE","2006","37.03"
"HRV","","TOTAL","MALE","2007","38.58"
"HRV","","TOTAL","MALE","2008","39.25"
"HRV","","TOTAL","MALE","2009","38.09"
"HRV","","TOTAL","MALE","2010","36.83"
"HRV","","TOTAL","MALE","2011","34.01"
"HRV","","TOTAL","MALE","2012","32.26"
"HRV","","TOTAL","MALE","2013","30.48"
"HRV","","TOTAL","MALE","2014","30.44"
"HRV","","TOTAL","MALE","2015","27.14"
"HRV","","TOTAL","MALE","2016","26.35"
"HRV","","TOTAL","MALE","2017","27.73"
"HRV","","TOTAL","MALE","2019","29.82"
"HRV","","TOTAL","MALE","2020","25.16"
"HUN","","TOTAL","MALE","1969","17.32"
"HUN","","TOTAL","MALE","1970","19.19"
"HUN","","TOTAL","MALE","1971","19.38"
"HUN","","TOTAL","MALE","1972","18.86"
"HUN","","TOTAL","MALE","1973","21.32"
"HUN","","TOTAL","MALE","1974","22.92"
"HUN","","TOTAL","MALE","1975","26.54"
"HUN","","TOTAL","MALE","1976","27.07"
"HUN","","TOTAL","MALE","1977","28.76"
"HUN","","TOTAL","MALE","1978","34.26"
"HUN","","TOTAL","MALE","1979","38.38"
"HUN","","TOTAL","MALE","1980","42.02"
"HUN","","TOTAL","MALE","1981","48.52"
"HUN","","TOTAL","MALE","1982","48.18"
"HUN","","TOTAL","MALE","1983","59.5"
"HUN","","TOTAL","MALE","1984","66.46"
"HUN","","TOTAL","MALE","1985","66.14"
"HUN","","TOTAL","MALE","1986","64.78"
"HUN","","TOTAL","MALE","1987","67.17"
"HUN","","TOTAL","MALE","1988","65.29"
"HUN","","TOTAL","MALE","1989","76.96"
"HUN","","TOTAL","MALE","1990","76.74"
"HUN","","TOTAL","MALE","1991","83.78"
"HUN","","TOTAL","MALE","1992","106.58"
"HUN","","TOTAL","MALE","1993","122.89"
"HUN","","TOTAL","MALE","1994","128.44"
"HUN","","TOTAL","MALE","1995","125.5"
"HUN","","TOTAL","MALE","1996","98.51"
"HUN","","TOTAL","MALE","1997","97.73"
"HUN","","TOTAL","MALE","1998","104.13"
"HUN","","TOTAL","MALE","1999","105.4"
"HUN","","TOTAL","MALE","2000","100.02"
"HUN","","TOTAL","MALE","2001","88.31"
"HUN","","TOTAL","MALE","2002","85.98"
"HUN","","TOTAL","MALE","2003","84.71"
"HUN","","TOTAL","MALE","2004","81.71"
"HUN","","TOTAL","MALE","2005","70.97"
"HUN","","TOTAL","MALE","2006","71.11"
"HUN","","TOTAL","MALE","2007","72.06"
"HUN","","TOTAL","MALE","2008","69.8"
"HUN","","TOTAL","MALE","2009","66.89"
"HUN","","TOTAL","MALE","2010","60.43"
"HUN","","TOTAL","MALE","2011","53.82"
"HUN","","TOTAL","MALE","2012","46.82"
"HUN","","TOTAL","MALE","2013","41.81"
"HUN","","TOTAL","MALE","2014","42.59"
"HUN","","TOTAL","MALE","2015","41.33"
"HUN","","TOTAL","MALE","2016","38.69"
"HUN","","TOTAL","MALE","2017","37.77"
"HUN","","TOTAL","MALE","2018","39.76"
"HUN","","TOTAL","MALE","2019","39.33"
"IRL","","TOTAL","MALE","1968","3.93"
"IRL","","TOTAL","MALE","1969","4.96"
"IRL","","TOTAL","MALE","1970","4.88"
"IRL","","TOTAL","MALE","1971","3.33"
"IRL","","TOTAL","MALE","1972","4.79"
"IRL","","TOTAL","MALE","1973","4.78"
"IRL","","TOTAL","MALE","1974","6"
"IRL","","TOTAL","MALE","1975","3.77"
"IRL","","TOTAL","MALE","1976","5.62"
"IRL","","TOTAL","MALE","1977","4.51"
"IRL","","TOTAL","MALE","1978","5.36"
"IRL","","TOTAL","MALE","1979","5.28"
"IRL","","TOTAL","MALE","1980","6.15"
"IRL","","TOTAL","MALE","1981","4.67"
"IRL","","TOTAL","MALE","1982","3.42"
"IRL","","TOTAL","MALE","1983","4.99"
"IRL","","TOTAL","MALE","1984","4.4"
"IRL","","TOTAL","MALE","1985","3.74"
"IRL","","TOTAL","MALE","1986","3.92"
"IRL","","TOTAL","MALE","1987","4.32"
"IRL","","TOTAL","MALE","1988","4.57"
"IRL","","TOTAL","MALE","1989","4.52"
"IRL","","TOTAL","MALE","1990","3.19"
"IRL","","TOTAL","MALE","1991","4.01"
"IRL","","TOTAL","MALE","1992","4.21"
"IRL","","TOTAL","MALE","1993","5.26"
"IRL","","TOTAL","MALE","1994","3.42"
"IRL","","TOTAL","MALE","1995","3.22"
"IRL","","TOTAL","MALE","1996","3.64"
"IRL","","TOTAL","MALE","1997","6.05"
"IRL","","TOTAL","MALE","1998","5.84"
"IRL","","TOTAL","MALE","1999","6.12"
"IRL","","TOTAL","MALE","2000","5.67"
"IRL","","TOTAL","MALE","2001","7.81"
"IRL","","TOTAL","MALE","2002","5.91"
"IRL","","TOTAL","MALE","2003","5.95"
"IRL","","TOTAL","MALE","2004","7.43"
"IRL","","TOTAL","MALE","2005","7.56"
"IRL","","TOTAL","MALE","2006","7.67"
"IRL","","TOTAL","MALE","2007","10.46"
"IRL","","TOTAL","MALE","2008","9.81"
"IRL","","TOTAL","MALE","2009","9.53"
"IRL","","TOTAL","MALE","2010","9.27"
"IRL","","TOTAL","MALE","2011","7.61"
"IRL","","TOTAL","MALE","2012","9.41"
"IRL","","TOTAL","MALE","2013","8.64"
"IRL","","TOTAL","MALE","2015","7.25"
"IRL","","TOTAL","MALE","2018","7.84"
"ISL","","TOTAL","MALE","1971","2.78"
"ISL","","TOTAL","MALE","1972","0"
"ISL","","TOTAL","MALE","1973","0"
"ISL","","TOTAL","MALE","1974","6.74"
"ISL","","TOTAL","MALE","1975","1.36"
"ISL","","TOTAL","MALE","1976","0"
"ISL","","TOTAL","MALE","1977","4.99"
"ISL","","TOTAL","MALE","1978","2.71"
"ISL","","TOTAL","MALE","1979","2.3"
"ISL","","TOTAL","MALE","1980","0.83"
"ISL","","TOTAL","MALE","1981","3.54"
"ISL","","TOTAL","MALE","1982","1.14"
"ISL","","TOTAL","MALE","1983","1.07"
"ISL","","TOTAL","MALE","1984","0.62"
"ISL","","TOTAL","MALE","1985","2.19"
"ISL","","TOTAL","MALE","1986","1.11"
"ISL","","TOTAL","MALE","1987","2.07"
"ISL","","TOTAL","MALE","1988","3.04"
"ISL","","TOTAL","MALE","1989","1.69"
"ISL","","TOTAL","MALE","1990","1.37"
"ISL","","TOTAL","MALE","1991","3.98"
"ISL","","TOTAL","MALE","1992","2.16"
"ISL","","TOTAL","MALE","1993","0.67"
"ISL","","TOTAL","MALE","1994","0"
"ISL","","TOTAL","MALE","1995","0.87"
"ISL","","TOTAL","MALE","1996","1.86"
"ISL","","TOTAL","MALE","1997","1.99"
"ISL","","TOTAL","MALE","1998","3.69"
"ISL","","TOTAL","MALE","1999","2.74"
"ISL","","TOTAL","MALE","2000","1.32"
"ISL","","TOTAL","MALE","2001","0"
"ISL","","TOTAL","MALE","2002","0"
"ISL","","TOTAL","MALE","2003","2.08"
"ISL","","TOTAL","MALE","2004","1.5"
"ISL","","TOTAL","MALE","2005","5.25"
"ISL","","TOTAL","MALE","2006","3.53"
"ISL","","TOTAL","MALE","2007","5.28"
"ISL","","TOTAL","MALE","2008","3.23"
"ISL","","TOTAL","MALE","2009","3.38"
"ISL","","TOTAL","MALE","2010","2.62"
"ISL","","TOTAL","MALE","2011","0.64"
"ISL","","TOTAL","MALE","2012","0.98"
"ISL","","TOTAL","MALE","2013","3.26"
"ISL","","TOTAL","MALE","2014","2.73"
"ISL","","TOTAL","MALE","2015","3.69"
"ISL","","TOTAL","MALE","2016","2.08"
"ISL","","TOTAL","MALE","2017","5.76"
"ISL","","TOTAL","MALE","2018","2.85"
"ISL","","TOTAL","MALE","2019","2.75"
"ISL","","TOTAL","MALE","2020","4.5"
"ISL","","TOTAL","MALE","2021","4.94"
"ISR","","TOTAL","MALE","1975","10.83"
"ISR","","TOTAL","MALE","1976","11.63"
"ISR","","TOTAL","MALE","1977","13.18"
"ISR","","TOTAL","MALE","1978","11.14"
"ISR","","TOTAL","MALE","1979","13.09"
"ISR","","TOTAL","MALE","1980","16.21"
"ISR","","TOTAL","MALE","1981","10.65"
"ISR","","TOTAL","MALE","1982","11.54"
"ISR","","TOTAL","MALE","1983","8.13"
"ISR","","TOTAL","MALE","1984","13.15"
"ISR","","TOTAL","MALE","1985","12.56"
"ISR","","TOTAL","MALE","1986","13.34"
"ISR","","TOTAL","MALE","1987","11.19"
"ISR","","TOTAL","MALE","1988","11.55"
"ISR","","TOTAL","MALE","1989","10.73"
"ISR","","TOTAL","MALE","1990","11.93"
"ISR","","TOTAL","MALE","1991","9.63"
"ISR","","TOTAL","MALE","1992","11.32"
"ISR","","TOTAL","MALE","1993","8.51"
"ISR","","TOTAL","MALE","1994","7.44"
"ISR","","TOTAL","MALE","1995","10.6"
"ISR","","TOTAL","MALE","1996","9.53"
"ISR","","TOTAL","MALE","1997","7.35"
"ISR","","TOTAL","MALE","1998","7.35"
"ISR","","TOTAL","MALE","1999","6.72"
"ISR","","TOTAL","MALE","2000","6.92"
"ISR","","TOTAL","MALE","2001","5.56"
"ISR","","TOTAL","MALE","2002","5.43"
"ISR","","TOTAL","MALE","2003","5.62"
"ISR","","TOTAL","MALE","2004","5.21"
"ISR","","TOTAL","MALE","2005","5.24"
"ISR","","TOTAL","MALE","2006","6.03"
"ISR","","TOTAL","MALE","2007","5.65"
"ISR","","TOTAL","MALE","2008","4.92"
"ISR","","TOTAL","MALE","2009","5.53"
"ISR","","TOTAL","MALE","2010","4.61"
"ISR","","TOTAL","MALE","2011","5.03"
"ISR","","TOTAL","MALE","2012","5.13"
"ISR","","TOTAL","MALE","2013","4.78"
"ISR","","TOTAL","MALE","2014","4.36"
"ISR","","TOTAL","MALE","2015","4.23"
"ISR","","TOTAL","MALE","2016","3.54"
"ISR","","TOTAL","MALE","2017","3.86"
"ISR","","TOTAL","MALE","2018","3.93"
"ISR","","TOTAL","MALE","2019","4.12"
"ISR","","TOTAL","MALE","2020","3.41"
"ITA","","TOTAL","MALE","1968","46.93"
"ITA","","TOTAL","MALE","1969","48.55"
"ITA","","TOTAL","MALE","1970","48.94"
"ITA","","TOTAL","MALE","1971","51.42"
"ITA","","TOTAL","MALE","1972","53.48"
"ITA","","TOTAL","MALE","1973","54.02"
"ITA","","TOTAL","MALE","1974","51.23"
"ITA","","TOTAL","MALE","1975","52.65"
"ITA","","TOTAL","MALE","1976","53.88"
"ITA","","TOTAL","MALE","1977","52.75"
"ITA","","TOTAL","MALE","1978","53.66"
"ITA","","TOTAL","MALE","1979","52.5"
"ITA","","TOTAL","MALE","1980","51.8"
"ITA","","TOTAL","MALE","1981","49.46"
"ITA","","TOTAL","MALE","1982","47.19"
"ITA","","TOTAL","MALE","1983","48.51"
"ITA","","TOTAL","MALE","1984","47.12"
"ITA","","TOTAL","MALE","1985","45.51"
"ITA","","TOTAL","MALE","1986","42.02"
"ITA","","TOTAL","MALE","1987","38.67"
"ITA","","TOTAL","MALE","1988","37.65"
"ITA","","TOTAL","MALE","1989","35.51"
"ITA","","TOTAL","MALE","1990","33.03"
"ITA","","TOTAL","MALE","1991","31.91"
"ITA","","TOTAL","MALE","1992","30.19"
"ITA","","TOTAL","MALE","1993","29.52"
"ITA","","TOTAL","MALE","1994","28.99"
"ITA","","TOTAL","MALE","1995","25.61"
"ITA","","TOTAL","MALE","1996","23.59"
"ITA","","TOTAL","MALE","1997","22.76"
"ITA","","TOTAL","MALE","1998","21.47"
"ITA","","TOTAL","MALE","1999","20"
"ITA","","TOTAL","MALE","2000","19.64"
"ITA","","TOTAL","MALE","2001","19.38"
"ITA","","TOTAL","MALE","2002","17.58"
"ITA","","TOTAL","MALE","2003","16.03"
"ITA","","TOTAL","MALE","2004","14.71"
"ITA","","TOTAL","MALE","2005","14.2"
"ITA","","TOTAL","MALE","2006","13.54"
"ITA","","TOTAL","MALE","2007","12.79"
"ITA","","TOTAL","MALE","2008","12.64"
"ITA","","TOTAL","MALE","2009","12.24"
"ITA","","TOTAL","MALE","2010","11.42"
"ITA","","TOTAL","MALE","2011","9.94"
"ITA","","TOTAL","MALE","2012","9.35"
"ITA","","TOTAL","MALE","2013","8.57"
"ITA","","TOTAL","MALE","2014","8.44"
"ITA","","TOTAL","MALE","2015","8.07"
"ITA","","TOTAL","MALE","2016","7.76"
"ITA","","TOTAL","MALE","2017","7.65"
"ITA","","TOTAL","MALE","2018","7.43"
"ITA","","TOTAL","MALE","2019","7.18"
"KAZ","","TOTAL","MALE","1991","28.81"
"KAZ","","TOTAL","MALE","1992","27.55"
"KAZ","","TOTAL","MALE","1993","31.76"
"KAZ","","TOTAL","MALE","1994","31.99"
"KAZ","","TOTAL","MALE","1995","36.85"
"KAZ","","TOTAL","MALE","1996","43.54"
"KAZ","","TOTAL","MALE","1997","41.98"
"KAZ","","TOTAL","MALE","1998","41.82"
"KAZ","","TOTAL","MALE","1999","40.04"
"KAZ","","TOTAL","MALE","2000","41.78"
"KAZ","","TOTAL","MALE","2001","46.04"
"KAZ","","TOTAL","MALE","2002","46.89"
"KAZ","","TOTAL","MALE","2003","55.39"
"KAZ","","TOTAL","MALE","2013","102.48"
"KAZ","","TOTAL","MALE","2014","99.39"
"KAZ","","TOTAL","MALE","2015","90.48"
"KAZ","","TOTAL","MALE","2016","83.26"
"KAZ","","TOTAL","MALE","2017","73.15"
"KAZ","","TOTAL","MALE","2018","69.48"
"KAZ","","TOTAL","MALE","2019","69.06"
"KAZ","","TOTAL","MALE","2020","72.28"
"KAZ","","TOTAL","MALE","2021","71"
"KGZ","","TOTAL","MALE","1991","40.76"
"KGZ","","TOTAL","MALE","1992","42.86"
"KGZ","","TOTAL","MALE","1993","41.86"
"KGZ","","TOTAL","MALE","1994","48.95"
"KGZ","","TOTAL","MALE","1995","63.11"
"KGZ","","TOTAL","MALE","1996","60.91"
"KGZ","","TOTAL","MALE","1997","67.87"
"KGZ","","TOTAL","MALE","1998","62.66"
"KGZ","","TOTAL","MALE","1999","58.69"
"KGZ","","TOTAL","MALE","2000","63.62"
"KGZ","","TOTAL","MALE","2001","64.7"
"KGZ","","TOTAL","MALE","2002","81.21"
"KGZ","","TOTAL","MALE","2003","79.55"
"KGZ","","TOTAL","MALE","2004","81.57"
"KGZ","","TOTAL","MALE","2005","84.66"
"KGZ","","TOTAL","MALE","2006","98.02"
"KGZ","","TOTAL","MALE","2007","95.92"
"KGZ","","TOTAL","MALE","2008","96.56"
"KGZ","","TOTAL","MALE","2009","89.65"
"KGZ","","TOTAL","MALE","2010","90.68"
"KGZ","","TOTAL","MALE","2011","85.48"
"KGZ","","TOTAL","MALE","2012","84.77"
"KGZ","","TOTAL","MALE","2013","84.56"
"KGZ","","TOTAL","MALE","2014","79.13"
"KGZ","","TOTAL","MALE","2015","71.15"
"KGZ","","TOTAL","MALE","2016","64.7"
"LTU","","TOTAL","MALE","1991","14.36"
"LTU","","TOTAL","MALE","1992","17.05"
"LTU","","TOTAL","MALE","1993","14.38"
"LTU","","TOTAL","MALE","1994","20.81"
"LTU","","TOTAL","MALE","1995","20.7"
"LTU","","TOTAL","MALE","1996","20.27"
"LTU","","TOTAL","MALE","1997","19.87"
"LTU","","TOTAL","MALE","1998","25.23"
"LTU","","TOTAL","MALE","1999","20.3"
"LTU","","TOTAL","MALE","2000","22.65"
"LTU","","TOTAL","MALE","2001","27.39"
"LTU","","TOTAL","MALE","2002","28"
"LTU","","TOTAL","MALE","2003","32.22"
"LTU","","TOTAL","MALE","2004","32.3"
"LTU","","TOTAL","MALE","2005","39.77"
"LTU","","TOTAL","MALE","2006","53.94"
"LTU","","TOTAL","MALE","2007","64.92"
"LTU","","TOTAL","MALE","2008","58.05"
"LTU","","TOTAL","MALE","2009","43.21"
"LTU","","TOTAL","MALE","2010","43.69"
"LTU","","TOTAL","MALE","2011","41.66"
"LTU","","TOTAL","MALE","2012","38.11"
"LTU","","TOTAL","MALE","2013","39.55"
"LTU","","TOTAL","MALE","2014","34.68"
"LTU","","TOTAL","MALE","2015","32.6"
"LTU","","TOTAL","MALE","2016","34.86"
"LTU","","TOTAL","MALE","2017","29.52"
"LTU","","TOTAL","MALE","2018","27.77"
"LTU","","TOTAL","MALE","2019","26.45"
"LTU","","TOTAL","MALE","2020","33.6"
"LTU","","TOTAL","MALE","2021","34.47"
"LUX","","TOTAL","MALE","1971","43.56"
"LUX","","TOTAL","MALE","1972","48.15"
"LUX","","TOTAL","MALE","1973","40.99"
"LUX","","TOTAL","MALE","1974","45.47"
"LUX","","TOTAL","MALE","1975","35"
"LUX","","TOTAL","MALE","1976","42.09"
"LUX","","TOTAL","MALE","1977","43.04"
"LUX","","TOTAL","MALE","1978","45.38"
"LUX","","TOTAL","MALE","1979","37.56"
"LUX","","TOTAL","MALE","1980","37.99"
"LUX","","TOTAL","MALE","1981","33.87"
"LUX","","TOTAL","MALE","1982","35.74"
"LUX","","TOTAL","MALE","1983","28.97"
"LUX","","TOTAL","MALE","1984","39.52"
"LUX","","TOTAL","MALE","1985","25.96"
"LUX","","TOTAL","MALE","1986","31.12"
"LUX","","TOTAL","MALE","1987","34.83"
"LUX","","TOTAL","MALE","1988","29.12"
"LUX","","TOTAL","MALE","1989","35.85"
"LUX","","TOTAL","MALE","1990","32.55"
"LUX","","TOTAL","MALE","1991","23.17"
"LUX","","TOTAL","MALE","1992","27.59"
"LUX","","TOTAL","MALE","1993","24.78"
"LUX","","TOTAL","MALE","1994","22.52"
"LUX","","TOTAL","MALE","1995","24.09"
"LUX","","TOTAL","MALE","1996","26.56"
"LUX","","TOTAL","MALE","1997","23.44"
"LUX","","TOTAL","MALE","1998","19.64"
"LUX","","TOTAL","MALE","1999","24.64"
"LUX","","TOTAL","MALE","2000","23.48"
"LUX","","TOTAL","MALE","2001","20.92"
"LUX","","TOTAL","MALE","2002","26.15"
"LUX","","TOTAL","MALE","2003","20.87"
"LUX","","TOTAL","MALE","2004","19.99"
"LUX","","TOTAL","MALE","2005","14.1"
"LUX","","TOTAL","MALE","2006","20.3"
"LUX","","TOTAL","MALE","2007","17.83"
"LUX","","TOTAL","MALE","2008","16.82"
"LUX","","TOTAL","MALE","2009","13.76"
"LUX","","TOTAL","MALE","2010","14.44"
"LUX","","TOTAL","MALE","2011","11.96"
"LUX","","TOTAL","MALE","2012","15.56"
"LUX","","TOTAL","MALE","2013","13.44"
"LUX","","TOTAL","MALE","2014","16.22"
"LUX","","TOTAL","MALE","2015","11.03"
"LUX","","TOTAL","MALE","2016","17.59"
"LUX","","TOTAL","MALE","2017","12.88"
"LUX","","TOTAL","MALE","2018","12.98"
"LUX","","TOTAL","MALE","2019","16.3"
"LUX","","TOTAL","MALE","2020","14.27"
"LUX","","TOTAL","MALE","2021","12.88"
"LVA","","TOTAL","MALE","1980","14.4"
"LVA","","TOTAL","MALE","1983","13.16"
"LVA","","TOTAL","MALE","1984","10.95"
"LVA","","TOTAL","MALE","1991","13.97"
"LVA","","TOTAL","MALE","1992","12.42"
"LVA","","TOTAL","MALE","1993","15.48"
"LVA","","TOTAL","MALE","1994","19.6"
"LVA","","TOTAL","MALE","1995","22.7"
"LVA","","TOTAL","MALE","1996","19.25"
"LVA","","TOTAL","MALE","1997","18.62"
"LVA","","TOTAL","MALE","1998","19.16"
"LVA","","TOTAL","MALE","1999","17.94"
"LVA","","TOTAL","MALE","2000","19.39"
"LVA","","TOTAL","MALE","2001","19.68"
"LVA","","TOTAL","MALE","2002","21.6"
"LVA","","TOTAL","MALE","2003","21.02"
"LVA","","TOTAL","MALE","2004","21.6"
"LVA","","TOTAL","MALE","2005","20.26"
"LVA","","TOTAL","MALE","2006","23.96"
"LVA","","TOTAL","MALE","2007","30.91"
"LVA","","TOTAL","MALE","2008","26"
"LVA","","TOTAL","MALE","2009","25.26"
"LVA","","TOTAL","MALE","2010","26.52"
"LVA","","TOTAL","MALE","2011","23.36"
"LVA","","TOTAL","MALE","2012","22.39"
"LVA","","TOTAL","MALE","2013","21.33"
"LVA","","TOTAL","MALE","2014","22.13"
"LVA","","TOTAL","MALE","2015","22.41"
"LVA","","TOTAL","MALE","2016","23.8"
"LVA","","TOTAL","MALE","2017","20.94"
"LVA","","TOTAL","MALE","2018","23.11"
"LVA","","TOTAL","MALE","2019","20.54"
"LVA","","TOTAL","MALE","2020","21.66"
"LVA","","TOTAL","MALE","2021","31.68"
"MDA","","TOTAL","MALE","1991","103.15"
"MDA","","TOTAL","MALE","1992","94.85"
"MDA","","TOTAL","MALE","1993","86.74"
"MDA","","TOTAL","MALE","1994","110.85"
"MDA","","TOTAL","MALE","1995","119.47"
"MDA","","TOTAL","MALE","1996","103.71"
"MDA","","TOTAL","MALE","1997","103.16"
"MDA","","TOTAL","MALE","1998","93.49"
"MDA","","TOTAL","MALE","1999","103.94"
"MDA","","TOTAL","MALE","2000","108.53"
"MDA","","TOTAL","MALE","2001","114.59"
"MDA","","TOTAL","MALE","2002","111.89"
"MDA","","TOTAL","MALE","2003","114.51"
"MDA","","TOTAL","MALE","2004","113.74"
"MDA","","TOTAL","MALE","2005","126.25"
