"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"ALB","","TOTAL","FEMALE","1987","11.66"
"ALB","","TOTAL","FEMALE","1988","9.25"
"ALB","","TOTAL","FEMALE","1989","9.38"
"ALB","","TOTAL","FEMALE","1992","5.49"
"ALB","","TOTAL","FEMALE","1993","7.44"
"ALB","","TOTAL","FEMALE","1994","0"
"ALB","","TOTAL","FEMALE","1995","0"
"ALB","","TOTAL","FEMALE","1996","0.05"
"ALB","","TOTAL","FEMALE","1997","0"
"ALB","","TOTAL","FEMALE","1998","0"
"ALB","","TOTAL","FEMALE","1999","0"
"ALB","","TOTAL","FEMALE","2000","0"
"ALB","","TOTAL","FEMALE","2001","0"
"ALB","","TOTAL","FEMALE","2002","0"
"ALB","","TOTAL","FEMALE","2003","0"
"ALB","","TOTAL","FEMALE","2004","0"
"ALB","","TOTAL","FEMALE","2005","3.9"
"ALB","","TOTAL","FEMALE","2006","3.41"
"ALB","","TOTAL","FEMALE","2007","5.09"
"ALB","","TOTAL","FEMALE","2008","3.66"
"ALB","","TOTAL","FEMALE","2009","3.32"
"ARM","","TOTAL","FEMALE","1991","8.77"
"ARM","","TOTAL","FEMALE","1992","10.16"
"ARM","","TOTAL","FEMALE","1993","13.8"
"ARM","","TOTAL","FEMALE","1994","12.16"
"ARM","","TOTAL","FEMALE","1995","13.06"
"ARM","","TOTAL","FEMALE","1996","12.8"
"ARM","","TOTAL","FEMALE","1997","12.95"
"ARM","","TOTAL","FEMALE","1998","12.79"
"ARM","","TOTAL","FEMALE","1999","11.6"
"ARM","","TOTAL","FEMALE","2000","10.95"
"ARM","","TOTAL","FEMALE","2001","9.33"
"ARM","","TOTAL","FEMALE","2002","13.46"
"ARM","","TOTAL","FEMALE","2003","13"
"ARM","","TOTAL","FEMALE","2012","14.23"
"ARM","","TOTAL","FEMALE","2013","14.45"
"ARM","","TOTAL","FEMALE","2014","15.92"
"ARM","","TOTAL","FEMALE","2015","14.43"
"ARM","","TOTAL","FEMALE","2016","17.42"
"ARM","","TOTAL","FEMALE","2017","14.74"
"ARM","","TOTAL","FEMALE","2018","11.2"
"ARM","","TOTAL","FEMALE","2019","8.31"
"AUT","","TOTAL","FEMALE","1969","13.82"
"AUT","","TOTAL","FEMALE","1970","13.01"
"AUT","","TOTAL","FEMALE","1971","13.61"
"AUT","","TOTAL","FEMALE","1972","12.62"
"AUT","","TOTAL","FEMALE","1973","12.74"
"AUT","","TOTAL","FEMALE","1974","14.36"
"AUT","","TOTAL","FEMALE","1975","14.08"
"AUT","","TOTAL","FEMALE","1976","13.56"
"AUT","","TOTAL","FEMALE","1977","14.8"
"AUT","","TOTAL","FEMALE","1978","13.78"
"AUT","","TOTAL","FEMALE","1979","14.04"
"AUT","","TOTAL","FEMALE","1980","14.32"
"AUT","","TOTAL","FEMALE","1981","13.69"
"AUT","","TOTAL","FEMALE","1982","13.02"
"AUT","","TOTAL","FEMALE","1983","15.24"
"AUT","","TOTAL","FEMALE","1984","13.61"
"AUT","","TOTAL","FEMALE","1985","14.43"
"AUT","","TOTAL","FEMALE","1986","13.27"
"AUT","","TOTAL","FEMALE","1987","13.31"
"AUT","","TOTAL","FEMALE","1988","11.72"
"AUT","","TOTAL","FEMALE","1989","13.2"
"AUT","","TOTAL","FEMALE","1990","13.31"
"AUT","","TOTAL","FEMALE","1991","14.04"
"AUT","","TOTAL","FEMALE","1992","14.63"
"AUT","","TOTAL","FEMALE","1993","13.65"
"AUT","","TOTAL","FEMALE","1994","13.06"
"AUT","","TOTAL","FEMALE","1995","12.74"
"AUT","","TOTAL","FEMALE","1996","12.65"
"AUT","","TOTAL","FEMALE","1997","11.42"
"AUT","","TOTAL","FEMALE","1998","11.35"
"AUT","","TOTAL","FEMALE","1999","10.31"
"AUT","","TOTAL","FEMALE","2000","10.69"
"AUT","","TOTAL","FEMALE","2001","10.51"
"AUT","","TOTAL","FEMALE","2002","9.03"
"AUT","","TOTAL","FEMALE","2003","8.06"
"AUT","","TOTAL","FEMALE","2004","9.25"
"AUT","","TOTAL","FEMALE","2005","7.81"
"AUT","","TOTAL","FEMALE","2006","7.15"
"AUT","","TOTAL","FEMALE","2007","7.97"
"AUT","","TOTAL","FEMALE","2008","6.85"
"AUT","","TOTAL","FEMALE","2009","7.29"
"AUT","","TOTAL","FEMALE","2010","6.71"
"AUT","","TOTAL","FEMALE","2011","6.61"
"AUT","","TOTAL","FEMALE","2012","7.08"
"AUT","","TOTAL","FEMALE","2013","6.32"
"AUT","","TOTAL","FEMALE","2014","5.93"
"AUT","","TOTAL","FEMALE","2015","6.14"
"AUT","","TOTAL","FEMALE","2016","5.94"
"AUT","","TOTAL","FEMALE","2017","5.85"
"AUT","","TOTAL","FEMALE","2018","5.21"
"AUT","","TOTAL","FEMALE","2019","5.77"
"AUT","","TOTAL","FEMALE","2020","5.78"
"AUT","","TOTAL","FEMALE","2021","6"
"AZE","","TOTAL","FEMALE","1991","23.65"
"AZE","","TOTAL","FEMALE","1992","30.13"
"AZE","","TOTAL","FEMALE","1993","28.65"
"AZE","","TOTAL","FEMALE","1994","29.8"
"AZE","","TOTAL","FEMALE","1995","35.43"
"AZE","","TOTAL","FEMALE","1996","35.91"
"AZE","","TOTAL","FEMALE","1997","36.63"
"AZE","","TOTAL","FEMALE","1998","37.26"
"AZE","","TOTAL","FEMALE","1999","38.99"
"AZE","","TOTAL","FEMALE","2000","39.32"
"AZE","","TOTAL","FEMALE","2007","9.59"
"BEL","","TOTAL","FEMALE","1968","7.34"
"BEL","","TOTAL","FEMALE","1969","7.43"
"BEL","","TOTAL","FEMALE","1970","7.65"
"BEL","","TOTAL","FEMALE","1971","8.04"
"BEL","","TOTAL","FEMALE","1972","7.86"
"BEL","","TOTAL","FEMALE","1973","8.65"
"BEL","","TOTAL","FEMALE","1974","9.6"
"BEL","","TOTAL","FEMALE","1975","8.83"
"BEL","","TOTAL","FEMALE","1976","9.54"
"BEL","","TOTAL","FEMALE","1977","8.52"
"BEL","","TOTAL","FEMALE","1978","8.87"
"BEL","","TOTAL","FEMALE","1979","8.53"
"BEL","","TOTAL","FEMALE","1980","8.82"
"BEL","","TOTAL","FEMALE","1981","8.91"
"BEL","","TOTAL","FEMALE","1982","8.44"
"BEL","","TOTAL","FEMALE","1983","9.27"
"BEL","","TOTAL","FEMALE","1984","8.45"
"BEL","","TOTAL","FEMALE","1985","8.79"
"BEL","","TOTAL","FEMALE","1986","9.04"
"BEL","","TOTAL","FEMALE","1987","7.96"
"BEL","","TOTAL","FEMALE","1988","8.26"
"BEL","","TOTAL","FEMALE","1989","8.46"
"BEL","","TOTAL","FEMALE","1990","7.08"
"BEL","","TOTAL","FEMALE","1991","6.68"
"BEL","","TOTAL","FEMALE","1992","7.46"
"BEL","","TOTAL","FEMALE","1993","7.55"
"BEL","","TOTAL","FEMALE","1994","7.71"
"BEL","","TOTAL","FEMALE","1995","7.58"
"BEL","","TOTAL","FEMALE","1996","7.44"
"BEL","","TOTAL","FEMALE","1997","8.08"
"BEL","","TOTAL","FEMALE","1998","7.95"
"BEL","","TOTAL","FEMALE","1999","6.97"
"BEL","","TOTAL","FEMALE","2000","6.81"
"BEL","","TOTAL","FEMALE","2001","7.04"
"BEL","","TOTAL","FEMALE","2002","6.67"
"BEL","","TOTAL","FEMALE","2003","6.22"
"BEL","","TOTAL","FEMALE","2004","5.89"
"BEL","","TOTAL","FEMALE","2005","5.76"
"BEL","","TOTAL","FEMALE","2006","6.2"
"BEL","","TOTAL","FEMALE","2007","5.9"
"BEL","","TOTAL","FEMALE","2008","6.44"
"BEL","","TOTAL","FEMALE","2009","5.65"
"BEL","","TOTAL","FEMALE","2010","5.86"
"BEL","","TOTAL","FEMALE","2011","5.88"
"BEL","","TOTAL","FEMALE","2012","5.99"
"BEL","","TOTAL","FEMALE","2013","5.96"
"BEL","","TOTAL","FEMALE","2014","5.71"
"BEL","","TOTAL","FEMALE","2015","6.06"
"BEL","","TOTAL","FEMALE","2016","5.64"
"BEL","","TOTAL","FEMALE","2017","5.03"
"BEL","","TOTAL","FEMALE","2018","5.77"
"BGR","","TOTAL","FEMALE","1968","4.5"
"BGR","","TOTAL","FEMALE","1969","4.77"
"BGR","","TOTAL","FEMALE","1970","5.06"
"BGR","","TOTAL","FEMALE","1971","4.17"
"BGR","","TOTAL","FEMALE","1972","4.84"
"BGR","","TOTAL","FEMALE","1973","4.44"
"BGR","","TOTAL","FEMALE","1974","4.39"
"BGR","","TOTAL","FEMALE","1975","4.84"
"BGR","","TOTAL","FEMALE","1976","5.12"
"BGR","","TOTAL","FEMALE","1977","5.08"
"BGR","","TOTAL","FEMALE","1978","5.02"
"BGR","","TOTAL","FEMALE","1979","5.03"
"BGR","","TOTAL","FEMALE","1980","5.41"
"BGR","","TOTAL","FEMALE","1981","5.44"
"BGR","","TOTAL","FEMALE","1982","6.73"
"BGR","","TOTAL","FEMALE","1983","6.81"
"BGR","","TOTAL","FEMALE","1984","7.08"
"BGR","","TOTAL","FEMALE","1985","7.05"
"BGR","","TOTAL","FEMALE","1986","7.29"
"BGR","","TOTAL","FEMALE","1987","7.39"
"BGR","","TOTAL","FEMALE","1988","7.57"
"BGR","","TOTAL","FEMALE","1989","7.49"
"BGR","","TOTAL","FEMALE","1990","6.56"
"BGR","","TOTAL","FEMALE","1991","6.21"
"BGR","","TOTAL","FEMALE","1992","6.7"
"BGR","","TOTAL","FEMALE","1993","6.4"
"BGR","","TOTAL","FEMALE","1994","7.94"
"BGR","","TOTAL","FEMALE","1995","7.14"
"BGR","","TOTAL","FEMALE","1996","7.22"
"BGR","","TOTAL","FEMALE","1997","7.26"
"BGR","","TOTAL","FEMALE","1998","6.63"
"BGR","","TOTAL","FEMALE","1999","6.37"
"BGR","","TOTAL","FEMALE","2000","6.5"
"BGR","","TOTAL","FEMALE","2001","6.24"
"BGR","","TOTAL","FEMALE","2002","6.43"
"BGR","","TOTAL","FEMALE","2003","5.45"
"BGR","","TOTAL","FEMALE","2004","5.94"
"BGR","","TOTAL","FEMALE","2005","6.03"
"BGR","","TOTAL","FEMALE","2006","6.45"
"BGR","","TOTAL","FEMALE","2007","6.46"
"BGR","","TOTAL","FEMALE","2008","6.28"
"BGR","","TOTAL","FEMALE","2009","6.4"
"BGR","","TOTAL","FEMALE","2010","5.96"
"BGR","","TOTAL","FEMALE","2011","5.35"
"BGR","","TOTAL","FEMALE","2012","6.55"
"BGR","","TOTAL","FEMALE","2013","6.57"
"BGR","","TOTAL","FEMALE","2014","5.81"
"BGR","","TOTAL","FEMALE","2015","6.58"
"BGR","","TOTAL","FEMALE","2016","7.41"
"BGR","","TOTAL","FEMALE","2017","7.1"
"BGR","","TOTAL","FEMALE","2018","6.74"
"BGR","","TOTAL","FEMALE","2019","7.13"
"BGR","","TOTAL","FEMALE","2020","7.26"
"BIH","","TOTAL","FEMALE","1985","10.01"
"BIH","","TOTAL","FEMALE","1986","7.82"
"BIH","","TOTAL","FEMALE","1987","8.61"
"BIH","","TOTAL","FEMALE","1988","10.24"
"BIH","","TOTAL","FEMALE","1989","9.01"
"BIH","","TOTAL","FEMALE","1990","8.4"
"BIH","","TOTAL","FEMALE","1991","8.89"
"BIH","","TOTAL","FEMALE","2011","3.5"
"BIH","","TOTAL","FEMALE","2014","3.07"
"BIH","","TOTAL","FEMALE","2016","3.68"
"BLR","","TOTAL","FEMALE","1991","5.84"
"BLR","","TOTAL","FEMALE","1992","4.53"
"BLR","","TOTAL","FEMALE","1993","4.85"
"BLR","","TOTAL","FEMALE","1994","5"
"BLR","","TOTAL","FEMALE","1995","5.91"
"BLR","","TOTAL","FEMALE","1996","5.82"
"BLR","","TOTAL","FEMALE","1997","7.21"
"BLR","","TOTAL","FEMALE","1998","7.79"
"BLR","","TOTAL","FEMALE","1999","8.81"
"BLR","","TOTAL","FEMALE","2000","9.26"
"BLR","","TOTAL","FEMALE","2001","10.54"
"BLR","","TOTAL","FEMALE","2018","11.38"
"","CARINFONET","TOTAL","FEMALE","1991","25.32"
"","CARINFONET","TOTAL","FEMALE","1992","25.6"
"","CARINFONET","TOTAL","FEMALE","1993","28.64"
"","CARINFONET","TOTAL","FEMALE","1994","31.81"
"","CARINFONET","TOTAL","FEMALE","1995","32.4"
"","CARINFONET","TOTAL","FEMALE","1996","32.99"
"","CARINFONET","TOTAL","FEMALE","1997","32.97"
"","CARINFONET","TOTAL","FEMALE","1998","32.21"
"","CARINFONET","TOTAL","FEMALE","1999","31.81"
"","CARINFONET","TOTAL","FEMALE","2000","33.1"
"","CARINFONET","TOTAL","FEMALE","2001","33.99"
"","CARINFONET","TOTAL","FEMALE","2002","35.4"
"","CARINFONET","TOTAL","FEMALE","2003","35.36"
"","CARINFONET","TOTAL","FEMALE","2004","34.65"
"","CARINFONET","TOTAL","FEMALE","2005","35.7"
"","CARINFONET","TOTAL","FEMALE","2013","37.04"
"","CARINFONET","TOTAL","FEMALE","2014","36.45"
"","CARINFONET","TOTAL","FEMALE","2015","35.24"
"","CARINFONET","TOTAL","FEMALE","2016","32.15"
"CHE","","TOTAL","FEMALE","1969","6.23"
"CHE","","TOTAL","FEMALE","1970","6.33"
"CHE","","TOTAL","FEMALE","1971","6.68"
"CHE","","TOTAL","FEMALE","1972","6.56"
"CHE","","TOTAL","FEMALE","1973","5.98"
"CHE","","TOTAL","FEMALE","1974","6.41"
"CHE","","TOTAL","FEMALE","1975","5.84"
"CHE","","TOTAL","FEMALE","1976","5.5"
"CHE","","TOTAL","FEMALE","1977","5.33"
"CHE","","TOTAL","FEMALE","1978","6.29"
"CHE","","TOTAL","FEMALE","1979","6.12"
"CHE","","TOTAL","FEMALE","1980","5.53"
"CHE","","TOTAL","FEMALE","1981","5.88"
"CHE","","TOTAL","FEMALE","1982","5.63"
"CHE","","TOTAL","FEMALE","1983","5.7"
"CHE","","TOTAL","FEMALE","1984","5.31"
"CHE","","TOTAL","FEMALE","1985","5.22"
"CHE","","TOTAL","FEMALE","1986","5.77"
"CHE","","TOTAL","FEMALE","1987","5.75"
"CHE","","TOTAL","FEMALE","1988","5.62"
"CHE","","TOTAL","FEMALE","1989","4.68"
"CHE","","TOTAL","FEMALE","1990","5.52"
"CHE","","TOTAL","FEMALE","1991","5.67"
"CHE","","TOTAL","FEMALE","1992","5.11"
"CHE","","TOTAL","FEMALE","1993","5.12"
"CHE","","TOTAL","FEMALE","1994","4.79"
"CHE","","TOTAL","FEMALE","1995","5.08"
"CHE","","TOTAL","FEMALE","1996","5.09"
"CHE","","TOTAL","FEMALE","1997","4.84"
"CHE","","TOTAL","FEMALE","1998","5.18"
"CHE","","TOTAL","FEMALE","1999","5.14"
"CHE","","TOTAL","FEMALE","2000","4.32"
"CHE","","TOTAL","FEMALE","2001","4.23"
"CHE","","TOTAL","FEMALE","2002","4.73"
"CHE","","TOTAL","FEMALE","2003","4.49"
"CHE","","TOTAL","FEMALE","2004","3.97"
"CHE","","TOTAL","FEMALE","2005","4.17"
"CHE","","TOTAL","FEMALE","2006","4.64"
"CHE","","TOTAL","FEMALE","2007","5.17"
"CHE","","TOTAL","FEMALE","2008","4.17"
"CHE","","TOTAL","FEMALE","2009","4.73"
"CHE","","TOTAL","FEMALE","2010","3.99"
"CHE","","TOTAL","FEMALE","2011","3.43"
"CHE","","TOTAL","FEMALE","2012","4.13"
"CHE","","TOTAL","FEMALE","2013","3.11"
"CHE","","TOTAL","FEMALE","2015","3.54"
"CHE","","TOTAL","FEMALE","2016","3.29"
"CHE","","TOTAL","FEMALE","2017","3.09"
"CHE","","TOTAL","FEMALE","2018","3.41"
"CHE","","TOTAL","FEMALE","2019","3.34"
"","CIS","TOTAL","FEMALE","1991","19.11"
"","CIS","TOTAL","FEMALE","1992","19.01"
"","CIS","TOTAL","FEMALE","1993","20.63"
"","CIS","TOTAL","FEMALE","1994","22.71"
"","CIS","TOTAL","FEMALE","1995","24.52"
"","CIS","TOTAL","FEMALE","1996","24.18"
"","CIS","TOTAL","FEMALE","1997","24.13"
"","CIS","TOTAL","FEMALE","1998","23.08"
"","CIS","TOTAL","FEMALE","1999","23.53"
"","CIS","TOTAL","FEMALE","2000","24.71"
"","CIS","TOTAL","FEMALE","2001","25.69"
"","CIS","TOTAL","FEMALE","2002","26.84"
"","CIS","TOTAL","FEMALE","2003","27.59"
"CYP","","TOTAL","FEMALE","2004","3.65"
"CYP","","TOTAL","FEMALE","2005","3.36"
"CYP","","TOTAL","FEMALE","2006","3.59"
"CYP","","TOTAL","FEMALE","2007","2.32"
"CYP","","TOTAL","FEMALE","2008","1.95"
"CYP","","TOTAL","FEMALE","2009","2.08"
"CYP","","TOTAL","FEMALE","2010","3.62"
"CYP","","TOTAL","FEMALE","2011","2.78"
"CYP","","TOTAL","FEMALE","2012","1.41"
"CYP","","TOTAL","FEMALE","2013","2.18"
"CYP","","TOTAL","FEMALE","2014","2.79"
"CYP","","TOTAL","FEMALE","2015","1.66"
"CYP","","TOTAL","FEMALE","2016","1.63"
"CYP","","TOTAL","FEMALE","2017","2.08"
"CYP","","TOTAL","FEMALE","2018","2"
"CYP","","TOTAL","FEMALE","2019","3"
"CYP","","TOTAL","FEMALE","2020","3.73"
"CZE","","TOTAL","FEMALE","1986","8.68"
"CZE","","TOTAL","FEMALE","1987","8.44"
"CZE","","TOTAL","FEMALE","1988","8.18"
"CZE","","TOTAL","FEMALE","1989","10.07"
"CZE","","TOTAL","FEMALE","1990","9.63"
"CZE","","TOTAL","FEMALE","1991","9.66"
"CZE","","TOTAL","FEMALE","1992","9.48"
"CZE","","TOTAL","FEMALE","1993","8.57"
"CZE","","TOTAL","FEMALE","1994","8.12"
"CZE","","TOTAL","FEMALE","1995","8.15"
"CZE","","TOTAL","FEMALE","1996","7.9"
"CZE","","TOTAL","FEMALE","1997","8.4"
"CZE","","TOTAL","FEMALE","1998","9.03"
"CZE","","TOTAL","FEMALE","1999","8.06"
"CZE","","TOTAL","FEMALE","2000","8.78"
"CZE","","TOTAL","FEMALE","2001","8.32"
"CZE","","TOTAL","FEMALE","2002","8.65"
"CZE","","TOTAL","FEMALE","2003","9.05"
"CZE","","TOTAL","FEMALE","2004","8.42"
"CZE","","TOTAL","FEMALE","2005","8.85"
"CZE","","TOTAL","FEMALE","2006","8.8"
"CZE","","TOTAL","FEMALE","2007","9.3"
"CZE","","TOTAL","FEMALE","2008","9.37"
"CZE","","TOTAL","FEMALE","2009","8.91"
"CZE","","TOTAL","FEMALE","2010","8.65"
"CZE","","TOTAL","FEMALE","2011","8.76"
"CZE","","TOTAL","FEMALE","2012","8.5"
"CZE","","TOTAL","FEMALE","2013","8.94"
"CZE","","TOTAL","FEMALE","2014","8.7"
"CZE","","TOTAL","FEMALE","2015","8.51"
"CZE","","TOTAL","FEMALE","2016","8.15"
"CZE","","TOTAL","FEMALE","2017","8.88"
"CZE","","TOTAL","FEMALE","2018","9.09"
"CZE","","TOTAL","FEMALE","2019","9.88"
"CZE","","TOTAL","FEMALE","2020","9.47"
"CZE","","TOTAL","FEMALE","2021","10.73"
"DEU","","TOTAL","FEMALE","1990","12.17"
"DEU","","TOTAL","FEMALE","1991","13.12"
"DEU","","TOTAL","FEMALE","1992","12.84"
"DEU","","TOTAL","FEMALE","1993","13"
"DEU","","TOTAL","FEMALE","1994","12.85"
"DEU","","TOTAL","FEMALE","1995","12.26"
"DEU","","TOTAL","FEMALE","1996","11.88"
"DEU","","TOTAL","FEMALE","1997","11.37"
"DEU","","TOTAL","FEMALE","1998","10.58"
"DEU","","TOTAL","FEMALE","1999","10.64"
"DEU","","TOTAL","FEMALE","2000","10.36"
"DEU","","TOTAL","FEMALE","2001","10.22"
"DEU","","TOTAL","FEMALE","2002","10.03"
"DEU","","TOTAL","FEMALE","2003","9.71"
"DEU","","TOTAL","FEMALE","2004","8.94"
"DEU","","TOTAL","FEMALE","2005","8.72"
"DEU","","TOTAL","FEMALE","2006","8.48"
"DEU","","TOTAL","FEMALE","2007","7.77"
"DEU","","TOTAL","FEMALE","2008","8.04"
"DEU","","TOTAL","FEMALE","2009","7.7"
"DEU","","TOTAL","FEMALE","2010","7.77"
"DEU","","TOTAL","FEMALE","2011","7.52"
"DEU","","TOTAL","FEMALE","2012","7.02"
"DEU","","TOTAL","FEMALE","2013","7.39"
"DEU","","TOTAL","FEMALE","2014","7.02"
"DEU","","TOTAL","FEMALE","2015","7.05"
"DEU","","TOTAL","FEMALE","2016","7.12"
"DEU","","TOTAL","FEMALE","2017","6.98"
"DEU","","TOTAL","FEMALE","2018","6.9"
"DEU","","TOTAL","FEMALE","2019","6.65"
"DEU","","TOTAL","FEMALE","2020","7.04"
"DNK","","TOTAL","FEMALE","1969","8.18"
"DNK","","TOTAL","FEMALE","1970","8.08"
"DNK","","TOTAL","FEMALE","1971","7.22"
"DNK","","TOTAL","FEMALE","1972","7.76"
"DNK","","TOTAL","FEMALE","1973","8.23"
"DNK","","TOTAL","FEMALE","1974","7.32"
"DNK","","TOTAL","FEMALE","1975","7.56"
"DNK","","TOTAL","FEMALE","1976","6.68"
"DNK","","TOTAL","FEMALE","1977","5.96"
"DNK","","TOTAL","FEMALE","1978","6.34"
"DNK","","TOTAL","FEMALE","1979","6.49"
"DNK","","TOTAL","FEMALE","1980","6.51"
"DNK","","TOTAL","FEMALE","1981","5.79"
"DNK","","TOTAL","FEMALE","1982","7.91"
"DNK","","TOTAL","FEMALE","1983","5.67"
"DNK","","TOTAL","FEMALE","1984","6.93"
"DNK","","TOTAL","FEMALE","1985","7.67"
"DNK","","TOTAL","FEMALE","1986","7.95"
"DNK","","TOTAL","FEMALE","1987","8.19"
"DNK","","TOTAL","FEMALE","1988","6.87"
"DNK","","TOTAL","FEMALE","1989","9.12"
"DNK","","TOTAL","FEMALE","1990","7.8"
"DNK","","TOTAL","FEMALE","1991","8.56"
"DNK","","TOTAL","FEMALE","1992","8.77"
"DNK","","TOTAL","FEMALE","1993","8.89"
"DNK","","TOTAL","FEMALE","1994","9.35"
"DNK","","TOTAL","FEMALE","1995","10.37"
"DNK","","TOTAL","FEMALE","1996","7.63"
"DNK","","TOTAL","FEMALE","1997","10.92"
"DNK","","TOTAL","FEMALE","1998","8.35"
"DNK","","TOTAL","FEMALE","1999","9.63"
"DNK","","TOTAL","FEMALE","2000","7.58"
"DNK","","TOTAL","FEMALE","2001","8.65"
"DNK","","TOTAL","FEMALE","2002","8"
"DNK","","TOTAL","FEMALE","2003","8.29"
"DNK","","TOTAL","FEMALE","2004","8.7"
"DNK","","TOTAL","FEMALE","2005","8.56"
"DNK","","TOTAL","FEMALE","2006","9.02"
"DNK","","TOTAL","FEMALE","2007","8.44"
"DNK","","TOTAL","FEMALE","2008","8.81"
"DNK","","TOTAL","FEMALE","2009","7.88"
"DNK","","TOTAL","FEMALE","2010","8.45"
"DNK","","TOTAL","FEMALE","2011","7.68"
"DNK","","TOTAL","FEMALE","2012","7.12"
"DNK","","TOTAL","FEMALE","2013","6.29"
"DNK","","TOTAL","FEMALE","2014","6.2"
"DNK","","TOTAL","FEMALE","2015","4.89"
"DNK","","TOTAL","FEMALE","2016","6.01"
"DNK","","TOTAL","FEMALE","2017","5.83"
"DNK","","TOTAL","FEMALE","2018","5.53"
"DNK","","TOTAL","FEMALE","2019","6.21"
"DNK","","TOTAL","FEMALE","2020","6.05"
"ESP","","TOTAL","FEMALE","1968","15.03"
"ESP","","TOTAL","FEMALE","1969","16.58"
"ESP","","TOTAL","FEMALE","1971","15.64"
"ESP","","TOTAL","FEMALE","1972","14.74"
"ESP","","TOTAL","FEMALE","1973","14.65"
"ESP","","TOTAL","FEMALE","1974","14.68"
"ESP","","TOTAL","FEMALE","1975","14.61"
"ESP","","TOTAL","FEMALE","1976","14.55"
"ESP","","TOTAL","FEMALE","1977","13.03"
"ESP","","TOTAL","FEMALE","1978","13.17"
"ESP","","TOTAL","FEMALE","1979","12.75"
"ESP","","TOTAL","FEMALE","1980","12.66"
"ESP","","TOTAL","FEMALE","1981","12.03"
"ESP","","TOTAL","FEMALE","1982","11.39"
"ESP","","TOTAL","FEMALE","1983","11.19"
"ESP","","TOTAL","FEMALE","1984","10.62"
"ESP","","TOTAL","FEMALE","1985","11.42"
"ESP","","TOTAL","FEMALE","1986","10.96"
"ESP","","TOTAL","FEMALE","1987","10.93"
"ESP","","TOTAL","FEMALE","1988","10.43"
"ESP","","TOTAL","FEMALE","1989","10.57"
"ESP","","TOTAL","FEMALE","1990","9.98"
"ESP","","TOTAL","FEMALE","1991","9.73"
"ESP","","TOTAL","FEMALE","1992","8.92"
"ESP","","TOTAL","FEMALE","1993","8.62"
"ESP","","TOTAL","FEMALE","1994","8.28"
"ESP","","TOTAL","FEMALE","1995","7.95"
"ESP","","TOTAL","FEMALE","1996","7.8"
"ESP","","TOTAL","FEMALE","1997","7.26"
"ESP","","TOTAL","FEMALE","1998","6.9"
"ESP","","TOTAL","FEMALE","1999","5.74"
"ESP","","TOTAL","FEMALE","2000","5.64"
"ESP","","TOTAL","FEMALE","2001","4.93"
"ESP","","TOTAL","FEMALE","2002","4.92"
"ESP","","TOTAL","FEMALE","2003","4.63"
"ESP","","TOTAL","FEMALE","2004","4.66"
"ESP","","TOTAL","FEMALE","2005","4.51"
"ESP","","TOTAL","FEMALE","2006","3.96"
"ESP","","TOTAL","FEMALE","2007","3.98"
"ESP","","TOTAL","FEMALE","2008","3.95"
"ESP","","TOTAL","FEMALE","2009","3.88"
"ESP","","TOTAL","FEMALE","2010","3.86"
"ESP","","TOTAL","FEMALE","2011","3.62"
"ESP","","TOTAL","FEMALE","2012","3.29"
"ESP","","TOTAL","FEMALE","2013","3.24"
"ESP","","TOTAL","FEMALE","2014","3.09"
"ESP","","TOTAL","FEMALE","2015","3.18"
"ESP","","TOTAL","FEMALE","2016","2.74"
"ESP","","TOTAL","FEMALE","2017","2.79"
"ESP","","TOTAL","FEMALE","2018","2.55"
"ESP","","TOTAL","FEMALE","2019","2.53"
"ESP","","TOTAL","FEMALE","2020","2.52"
"ESP","","TOTAL","FEMALE","2021","2.76"
"EST","","TOTAL","FEMALE","1990","3.08"
"EST","","TOTAL","FEMALE","1991","4.73"
"EST","","TOTAL","FEMALE","1992","2.32"
"EST","","TOTAL","FEMALE","1993","6.35"
"EST","","TOTAL","FEMALE","1994","7.46"
"EST","","TOTAL","FEMALE","1995","11.09"
"EST","","TOTAL","FEMALE","1996","6.45"
"EST","","TOTAL","FEMALE","1997","9.08"
"EST","","TOTAL","FEMALE","1998","11.36"
"EST","","TOTAL","FEMALE","1999","9.9"
"EST","","TOTAL","FEMALE","2000","11.15"
"EST","","TOTAL","FEMALE","2001","16.35"
"EST","","TOTAL","FEMALE","2002","13.63"
"EST","","TOTAL","FEMALE","2003","14.25"
"EST","","TOTAL","FEMALE","2004","13.58"
"EST","","TOTAL","FEMALE","2005","13.75"
"EST","","TOTAL","FEMALE","2006","14.68"
"EST","","TOTAL","FEMALE","2007","16.56"
"EST","","TOTAL","FEMALE","2008","15.73"
"EST","","TOTAL","FEMALE","2009","9.8"
"EST","","TOTAL","FEMALE","2010","11.88"
"EST","","TOTAL","FEMALE","2011","9.79"
"EST","","TOTAL","FEMALE","2012","10.9"
"EST","","TOTAL","FEMALE","2013","9.33"
"EST","","TOTAL","FEMALE","2014","8.73"
"EST","","TOTAL","FEMALE","2015","12.05"
"EST","","TOTAL","FEMALE","2016","10.14"
"","EU_AFTER_MAY2004","TOTAL","FEMALE","1985","13.75"
"","EU_AFTER_MAY2004","TOTAL","FEMALE","1986","13.71"
"","EU_AFTER_MAY2004","TOTAL","FEMALE","1987","14.12"
"","EU_AFTER_MAY2004","TOTAL","FEMALE","1988","13.73"
